"DISTRITO","UNIDADE","TRIMESTRE","ESPECIALIDADE","VALOR"
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q3","Médico e Enfermeiro",3439
"Continente","CS MONTE CRISTO","2016 Q3","Médico e Enfermeiro",8276
"Centro","CS MONTE SERRAT","2016 Q3","Médico e Enfermeiro",3822
"Sul","CS MORRO DAS PEDRAS","2016 Q3","Médico e Enfermeiro",2344
"Continente","CS NOVO CONTINENTE","2016 Q3","Médico e Enfermeiro",3423
"Centro","CS PANTANAL","2016 Q3","Médico e Enfermeiro",2127
"Sul","CS PANTANO DO SUL","2016 Q3","Médico e Enfermeiro",1372
"Norte","CS PONTA DAS CANAS","2016 Q3","Médico e Enfermeiro",1654
"Centro","CS PRAINHA","2016 Q3","Médico e Enfermeiro",3540
"Norte","CS RATONES","2016 Q3","Médico e Enfermeiro",1602
"Sul","CS RIBEIRÃO DA ILHA","2016 Q3","Médico e Enfermeiro",862
"Sul","CS RIO TAVARES","2016 Q3","Médico e Enfermeiro",2743
"Norte","CS RIO VERMELHO","2016 Q3","Médico e Enfermeiro",6756
"Centro","CS SACO DOS LIMÕES","2016 Q3","Médico e Enfermeiro",3565
"Norte","CS SACO GRANDE","2016 Q3","Médico e Enfermeiro",9044
"Norte","CS SANTINHO","2016 Q3","Médico e Enfermeiro",2294
"Norte","CS SANTO ANTONIO LISBOA","2016 Q3","Médico e Enfermeiro",2582
"Continente","CS SAPE","2016 Q3","Médico e Enfermeiro",1615
"Sul","CS TAPERA","2016 Q3","Médico e Enfermeiro",6280
"Centro","CS TRINDADE","2016 Q3","Médico e Enfermeiro",4542
"Norte","CS VARGEM GRANDE","2016 Q3","Médico e Enfermeiro",1236
"Norte","CS VARGEM PEQUENA","2016 Q3","Médico e Enfermeiro",775
"Continente","CS VILA APARECIDA","2016 Q3","Médico e Enfermeiro",1190
"Continente","CS ABRAÃO","2016 Q4","Médico e Enfermeiro",2299
"Centro","CS AGRONÔMICA","2016 Q4","Médico e Enfermeiro",4499
"Sul","CS ALTO RIBEIRÃO","2016 Q4","Médico e Enfermeiro",1600
"Sul","CS ARMAÇÃO","2016 Q4","Médico e Enfermeiro",2634
"Continente","CS BALNEÁRIO","2016 Q4","Médico e Enfermeiro",1808
"Norte","CS BARRA DA LAGOA","2016 Q4","Médico e Enfermeiro",2397
"Norte","CS CACHOEIRA BOM JESUS","2016 Q4","Médico e Enfermeiro",2143
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q4","Médico e Enfermeiro",724
"Sul","CS CAMPECHE","2016 Q4","Médico e Enfermeiro",2499
"Norte","CS CANASVIEIRAS","2016 Q4","Médico e Enfermeiro",5816
"Sul","CS CANTO DA LAGOA","2016 Q4","Médico e Enfermeiro",785
"Continente","CS CAPOEIRAS","2016 Q4","Médico e Enfermeiro",2585
"Sul","CS CARIANOS","2016 Q4","Médico e Enfermeiro",2909
"Centro","CS CENTRO","2016 Q4","Médico e Enfermeiro",3207
"Continente","CS COLONINHA","2016 Q4","Médico e Enfermeiro",2503
"Continente","CS COQUEIROS","2016 Q4","Médico e Enfermeiro",3232
"Centro","CS CÓRREGO GRANDE","2016 Q4","Médico e Enfermeiro",2215
"Sul","CS COSTA DA LAGOA","2016 Q4","Médico e Enfermeiro",492
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q4","Médico e Enfermeiro",3862
"Continente","CS ESTREITO","2016 Q4","Médico e Enfermeiro",4160
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q4","Médico e Enfermeiro",2243
"Norte","CS INGLESES","2016 Q4","Médico e Enfermeiro",8482
"Centro","CS ITACORUBI","2016 Q4","Médico e Enfermeiro",4677
"Continente","CS JARDIM ATLÂNTICO","2016 Q4","Médico e Enfermeiro",1240
"Centro","CS JOÃO PAULO","2016 Q4","Médico e Enfermeiro",2868
"Norte","CS JURERE","2016 Q4","Médico e Enfermeiro",1265
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q4","Médico e Enfermeiro",3377
"Continente","CS MONTE CRISTO","2016 Q4","Médico e Enfermeiro",7346
"Centro","CS MONTE SERRAT","2016 Q4","Médico e Enfermeiro",3221
"Sul","CS MORRO DAS PEDRAS","2016 Q4","Médico e Enfermeiro",2102
"Continente","CS NOVO CONTINENTE","2016 Q4","Médico e Enfermeiro",3510
"Centro","CS PANTANAL","2016 Q4","Médico e Enfermeiro",2081
"Sul","CS PANTANO DO SUL","2016 Q4","Médico e Enfermeiro",983
"Norte","CS PONTA DAS CANAS","2016 Q4","Médico e Enfermeiro",1645
"Centro","CS PRAINHA","2016 Q4","Médico e Enfermeiro",2742
"Norte","CS RATONES","2016 Q4","Médico e Enfermeiro",1310
"Sul","CS RIBEIRÃO DA ILHA","2016 Q4","Médico e Enfermeiro",618
"Sul","CS RIO TAVARES","2016 Q4","Médico e Enfermeiro",2555
"Norte","CS RIO VERMELHO","2016 Q4","Médico e Enfermeiro",6054
"Centro","CS SACO DOS LIMÕES","2016 Q4","Médico e Enfermeiro",3308
"Norte","CS SACO GRANDE","2016 Q4","Médico e Enfermeiro",8180
"Norte","CS SANTINHO","2016 Q4","Médico e Enfermeiro",2667
"Norte","CS SANTO ANTONIO LISBOA","2016 Q4","Médico e Enfermeiro",2450
"Continente","CS SAPE","2016 Q4","Médico e Enfermeiro",1645
"Sul","CS TAPERA","2016 Q4","Médico e Enfermeiro",5664
"Centro","CS TRINDADE","2016 Q4","Médico e Enfermeiro",4188
"Norte","CS VARGEM GRANDE","2016 Q4","Médico e Enfermeiro",1359
"Norte","CS VARGEM PEQUENA","2016 Q4","Médico e Enfermeiro",660
"Continente","CS VILA APARECIDA","2016 Q4","Médico e Enfermeiro",1097
"Continente","CS ABRAÃO","2017 Q1","Médico e Enfermeiro",1691
"Centro","CS AGRONÔMICA","2017 Q1","Médico e Enfermeiro",3359
"Sul","CS ALTO RIBEIRÃO","2017 Q1","Médico e Enfermeiro",1152
"Sul","CS ARMAÇÃO","2017 Q1","Médico e Enfermeiro",2081
"Continente","CS BALNEÁRIO","2017 Q1","Médico e Enfermeiro",1285
"Norte","CS BARRA DA LAGOA","2017 Q1","Médico e Enfermeiro",1383
"Norte","CS CACHOEIRA BOM JESUS","2017 Q1","Médico e Enfermeiro",1501
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q1","Médico e Enfermeiro",471
"Sul","CS CAMPECHE","2017 Q1","Médico e Enfermeiro",1900
"Norte","CS CANASVIEIRAS","2017 Q1","Médico e Enfermeiro",3644
"Sul","CS CANTO DA LAGOA","2017 Q1","Médico e Enfermeiro",457
"Continente","CS CAPOEIRAS","2017 Q1","Médico e Enfermeiro",1934
"Sul","CS CARIANOS","2017 Q1","Médico e Enfermeiro",1782
"Centro","CS CENTRO","2017 Q1","Médico e Enfermeiro",2112
"Continente","CS COLONINHA","2017 Q1","Médico e Enfermeiro",1877
"Continente","CS COQUEIROS","2017 Q1","Médico e Enfermeiro",2285
"Centro","CS CÓRREGO GRANDE","2017 Q1","Médico e Enfermeiro",1459
"Sul","CS COSTA DA LAGOA","2017 Q1","Médico e Enfermeiro",345
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q1","Médico e Enfermeiro",2682
"Continente","CS ESTREITO","2017 Q1","Médico e Enfermeiro",2816
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q1","Médico e Enfermeiro",1450
"Norte","CS INGLESES","2017 Q1","Médico e Enfermeiro",6101
"Centro","CS ITACORUBI","2017 Q1","Médico e Enfermeiro",3104
"Continente","CS JARDIM ATLÂNTICO","2017 Q1","Médico e Enfermeiro",856
"Centro","CS JOÃO PAULO","2017 Q1","Médico e Enfermeiro",2263
"Norte","CS JURERE","2017 Q1","Médico e Enfermeiro",675
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q1","Médico e Enfermeiro",2321
"Continente","CS MONTE CRISTO","2017 Q1","Médico e Enfermeiro",4770
"Centro","CS MONTE SERRAT","2017 Q1","Médico e Enfermeiro",2291
"Sul","CS MORRO DAS PEDRAS","2017 Q1","Médico e Enfermeiro",1373
"Continente","CS NOVO CONTINENTE","2017 Q1","Médico e Enfermeiro",2068
"Centro","CS PANTANAL","2017 Q1","Médico e Enfermeiro",1513
"Sul","CS PANTANO DO SUL","2017 Q1","Médico e Enfermeiro",963
"Norte","CS PONTA DAS CANAS","2017 Q1","Médico e Enfermeiro",987
"Centro","CS PRAINHA","2017 Q1","Médico e Enfermeiro",1827
"Norte","CS RATONES","2017 Q1","Médico e Enfermeiro",840
"Sul","CS RIBEIRÃO DA ILHA","2017 Q1","Médico e Enfermeiro",440
"Sul","CS RIO TAVARES","2017 Q1","Médico e Enfermeiro",1180
"Norte","CS RIO VERMELHO","2017 Q1","Médico e Enfermeiro",5265
"Centro","CS SACO DOS LIMÕES","2017 Q1","Médico e Enfermeiro",2456
"Norte","CS SACO GRANDE","2017 Q1","Médico e Enfermeiro",6398
"Norte","CS SANTINHO","2017 Q1","Médico e Enfermeiro",1512
"Norte","CS SANTO ANTONIO LISBOA","2017 Q1","Médico e Enfermeiro",1634
"Continente","CS SAPE","2017 Q1","Médico e Enfermeiro",1045
"Sul","CS TAPERA","2017 Q1","Médico e Enfermeiro",4575
"Centro","CS TRINDADE","2017 Q1","Médico e Enfermeiro",3011
"Norte","CS VARGEM GRANDE","2017 Q1","Médico e Enfermeiro",921
"Norte","CS VARGEM PEQUENA","2017 Q1","Médico e Enfermeiro",423
"Continente","CS VILA APARECIDA","2017 Q1","Médico e Enfermeiro",912
"Continente","CS ABRAÃO","2017 Q2","Médico e Enfermeiro",3151
"Centro","CS AGRONÔMICA","2017 Q2","Médico e Enfermeiro",4779
"Sul","CS ALTO RIBEIRÃO","2017 Q2","Médico e Enfermeiro",1051
"Sul","CS ARMAÇÃO","2017 Q2","Médico e Enfermeiro",3023
"Continente","CS BALNEÁRIO","2017 Q2","Médico e Enfermeiro",2188
"Norte","CS BARRA DA LAGOA","2017 Q2","Médico e Enfermeiro",2697
"Norte","CS CACHOEIRA BOM JESUS","2017 Q2","Médico e Enfermeiro",2307
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q2","Médico e Enfermeiro",992
"Sul","CS CAMPECHE","2017 Q2","Médico e Enfermeiro",2706
"Norte","CS CANASVIEIRAS","2017 Q2","Médico e Enfermeiro",6206
"Sul","CS CANTO DA LAGOA","2017 Q2","Médico e Enfermeiro",693
"Continente","CS CAPOEIRAS","2017 Q2","Médico e Enfermeiro",2677
"Sul","CS CARIANOS","2017 Q2","Médico e Enfermeiro",3321
"Centro","CS CENTRO","2017 Q2","Médico e Enfermeiro",3574
"Continente","CS COLONINHA","2017 Q2","Médico e Enfermeiro",2836
"Continente","CS COQUEIROS","2017 Q2","Médico e Enfermeiro",3247
"Centro","CS CÓRREGO GRANDE","2017 Q2","Médico e Enfermeiro",2297
"Sul","CS COSTA DA LAGOA","2017 Q2","Médico e Enfermeiro",630
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q2","Médico e Enfermeiro",4964
"Continente","CS ESTREITO","2017 Q2","Médico e Enfermeiro",4728
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q2","Médico e Enfermeiro",2187
"Norte","CS INGLESES","2017 Q2","Médico e Enfermeiro",9316
"Centro","CS ITACORUBI","2017 Q2","Médico e Enfermeiro",4817
"Continente","CS JARDIM ATLÂNTICO","2017 Q2","Médico e Enfermeiro",906
"Centro","CS JOÃO PAULO","2017 Q2","Médico e Enfermeiro",2982
"Norte","CS JURERE","2017 Q2","Médico e Enfermeiro",1379
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q2","Médico e Enfermeiro",3292
"Continente","CS MONTE CRISTO","2017 Q2","Médico e Enfermeiro",7789
"Centro","CS MONTE SERRAT","2017 Q2","Médico e Enfermeiro",3568
"Sul","CS MORRO DAS PEDRAS","2017 Q2","Médico e Enfermeiro",1793
"Continente","CS NOVO CONTINENTE","2017 Q2","Médico e Enfermeiro",3841
"Centro","CS PANTANAL","2017 Q2","Médico e Enfermeiro",2145
"Sul","CS PANTANO DO SUL","2017 Q2","Médico e Enfermeiro",1369
"Norte","CS PONTA DAS CANAS","2017 Q2","Médico e Enfermeiro",1789
"Centro","CS PRAINHA","2017 Q2","Médico e Enfermeiro",2739
"Norte","CS RATONES","2017 Q2","Médico e Enfermeiro",1611
"Sul","CS RIBEIRÃO DA ILHA","2017 Q2","Médico e Enfermeiro",1000
"Sul","CS RIO TAVARES","2017 Q2","Médico e Enfermeiro",2347
"Norte","CS RIO VERMELHO","2017 Q2","Médico e Enfermeiro",6621
"Centro","CS SACO DOS LIMÕES","2017 Q2","Médico e Enfermeiro",3752
"Norte","CS SACO GRANDE","2017 Q2","Médico e Enfermeiro",9717
"Norte","CS SANTINHO","2017 Q2","Médico e Enfermeiro",2861
"Norte","CS SANTO ANTONIO LISBOA","2017 Q2","Médico e Enfermeiro",2809
"Continente","CS SAPE","2017 Q2","Médico e Enfermeiro",1484
"Sul","CS TAPERA","2017 Q2","Médico e Enfermeiro",6305
"Centro","CS TRINDADE","2017 Q2","Médico e Enfermeiro",5040
"Norte","CS VARGEM GRANDE","2017 Q2","Médico e Enfermeiro",1419
"Norte","CS VARGEM PEQUENA","2017 Q2","Médico e Enfermeiro",936
"Continente","CS VILA APARECIDA","2017 Q2","Médico e Enfermeiro",776
"Continente","CS ABRAÃO","2017 Q3","Médico e Enfermeiro",2816
"Centro","CS AGRONÔMICA","2017 Q3","Médico e Enfermeiro",5545
"Sul","CS ALTO RIBEIRÃO","2017 Q3","Médico e Enfermeiro",1278
"Sul","CS ARMAÇÃO","2017 Q3","Médico e Enfermeiro",3201
"Continente","CS BALNEÁRIO","2017 Q3","Médico e Enfermeiro",2265
"Norte","CS BARRA DA LAGOA","2017 Q3","Médico e Enfermeiro",2899
"Norte","CS CACHOEIRA BOM JESUS","2017 Q3","Médico e Enfermeiro",2596
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q3","Médico e Enfermeiro",990
"Sul","CS CAMPECHE","2017 Q3","Médico e Enfermeiro",2804
"Norte","CS CANASVIEIRAS","2017 Q3","Médico e Enfermeiro",6268
"Sul","CS CANTO DA LAGOA","2017 Q3","Médico e Enfermeiro",700
"Continente","CS CAPOEIRAS","2017 Q3","Médico e Enfermeiro",2955
"Sul","CS CARIANOS","2017 Q3","Médico e Enfermeiro",3416
"Centro","CS CENTRO","2017 Q3","Médico e Enfermeiro",3702
"Continente","CS COLONINHA","2017 Q3","Médico e Enfermeiro",3107
"Continente","CS COQUEIROS","2017 Q3","Médico e Enfermeiro",3460
"Centro","CS CÓRREGO GRANDE","2017 Q3","Médico e Enfermeiro",2517
"Sul","CS COSTA DA LAGOA","2017 Q3","Médico e Enfermeiro",614
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q3","Médico e Enfermeiro",4811
"Continente","CS ESTREITO","2017 Q3","Médico e Enfermeiro",4626
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q3","Médico e Enfermeiro",2843
"Norte","CS INGLESES","2017 Q3","Médico e Enfermeiro",10307
"Centro","CS ITACORUBI","2017 Q3","Médico e Enfermeiro",5364
"Continente","CS JARDIM ATLÂNTICO","2017 Q3","Médico e Enfermeiro",1342
"Centro","CS JOÃO PAULO","2017 Q3","Médico e Enfermeiro",3312
"Norte","CS JURERE","2017 Q3","Médico e Enfermeiro",1301
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q3","Médico e Enfermeiro",3094
"Continente","CS MONTE CRISTO","2017 Q3","Médico e Enfermeiro",8506
"Centro","CS MONTE SERRAT","2017 Q3","Médico e Enfermeiro",4105
"Sul","CS MORRO DAS PEDRAS","2017 Q3","Médico e Enfermeiro",1974
"Continente","CS NOVO CONTINENTE","2017 Q3","Médico e Enfermeiro",3698
"Centro","CS PANTANAL","2017 Q3","Médico e Enfermeiro",2437
"Sul","CS PANTANO DO SUL","2017 Q3","Médico e Enfermeiro",1547
"Norte","CS PONTA DAS CANAS","2017 Q3","Médico e Enfermeiro",1884
"Centro","CS PRAINHA","2017 Q3","Médico e Enfermeiro",3278
"Norte","CS RATONES","2017 Q3","Médico e Enfermeiro",1467
"Sul","CS RIBEIRÃO DA ILHA","2017 Q3","Médico e Enfermeiro",908
"Sul","CS RIO TAVARES","2017 Q3","Médico e Enfermeiro",2397
"Norte","CS RIO VERMELHO","2017 Q3","Médico e Enfermeiro",7637
"Centro","CS SACO DOS LIMÕES","2017 Q3","Médico e Enfermeiro",3947
"Norte","CS SACO GRANDE","2017 Q3","Médico e Enfermeiro",10379
"Norte","CS SANTINHO","2017 Q3","Médico e Enfermeiro",3048
"Norte","CS SANTO ANTONIO LISBOA","2017 Q3","Médico e Enfermeiro",2368
"Continente","CS SAPE","2017 Q3","Médico e Enfermeiro",1997
"Sul","CS TAPERA","2017 Q3","Médico e Enfermeiro",6056
"Centro","CS TRINDADE","2017 Q3","Médico e Enfermeiro",5173
"Norte","CS VARGEM GRANDE","2017 Q3","Médico e Enfermeiro",1838
"Norte","CS VARGEM PEQUENA","2017 Q3","Médico e Enfermeiro",767
"Continente","CS VILA APARECIDA","2017 Q3","Médico e Enfermeiro",995
"Continente","CS ABRAÃO","2017 Q4","Médico e Enfermeiro",2752
"Centro","CS AGRONÔMICA","2017 Q4","Médico e Enfermeiro",5794
"Sul","CS ALTO RIBEIRÃO","2017 Q4","Médico e Enfermeiro",1458
"Sul","CS ARMAÇÃO","2017 Q4","Médico e Enfermeiro",2785
"Continente","CS BALNEÁRIO","2017 Q4","Médico e Enfermeiro",2082
"Norte","CS BARRA DA LAGOA","2017 Q4","Médico e Enfermeiro",2664
"Norte","CS CACHOEIRA BOM JESUS","2017 Q4","Médico e Enfermeiro",2361
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q4","Médico e Enfermeiro",859
"Sul","CS CAMPECHE","2017 Q4","Médico e Enfermeiro",2919
"Norte","CS CANASVIEIRAS","2017 Q4","Médico e Enfermeiro",6163
"Sul","CS CANTO DA LAGOA","2017 Q4","Médico e Enfermeiro",538
"Continente","CS CAPOEIRAS","2017 Q4","Médico e Enfermeiro",2865
"Sul","CS CARIANOS","2017 Q4","Médico e Enfermeiro",2679
"Centro","CS CENTRO","2017 Q4","Médico e Enfermeiro",3859
"Continente","CS COLONINHA","2017 Q4","Médico e Enfermeiro",3050
"Continente","CS COQUEIROS","2017 Q4","Médico e Enfermeiro",3189
"Centro","CS CÓRREGO GRANDE","2017 Q4","Médico e Enfermeiro",2353
"Sul","CS COSTA DA LAGOA","2017 Q4","Médico e Enfermeiro",239
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q4","Médico e Enfermeiro",4209
"Continente","CS ESTREITO","2017 Q4","Médico e Enfermeiro",4458
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q4","Médico e Enfermeiro",2943
"Norte","CS INGLESES","2017 Q4","Médico e Enfermeiro",9742
"Centro","CS ITACORUBI","2017 Q4","Médico e Enfermeiro",5019
"Continente","CS JARDIM ATLÂNTICO","2017 Q4","Médico e Enfermeiro",1260
"Centro","CS JOÃO PAULO","2017 Q4","Médico e Enfermeiro",3337
"Norte","CS JURERE","2017 Q4","Médico e Enfermeiro",1161
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q4","Médico e Enfermeiro",3449
"Continente","CS MONTE CRISTO","2017 Q4","Médico e Enfermeiro",8041
"Centro","CS MONTE SERRAT","2017 Q4","Médico e Enfermeiro",3957
"Sul","CS MORRO DAS PEDRAS","2017 Q4","Médico e Enfermeiro",2107
"Continente","CS NOVO CONTINENTE","2017 Q4","Médico e Enfermeiro",3728
"Centro","CS PANTANAL","2017 Q4","Médico e Enfermeiro",2449
"Sul","CS PANTANO DO SUL","2017 Q4","Médico e Enfermeiro",1261
"Norte","CS PONTA DAS CANAS","2017 Q4","Médico e Enfermeiro",1313
"Centro","CS PRAINHA","2017 Q4","Médico e Enfermeiro",3159
"Norte","CS RATONES","2017 Q4","Médico e Enfermeiro",1246
"Sul","CS RIBEIRÃO DA ILHA","2017 Q4","Médico e Enfermeiro",873
"Sul","CS RIO TAVARES","2017 Q4","Médico e Enfermeiro",2577
"Norte","CS RIO VERMELHO","2017 Q4","Médico e Enfermeiro",6887
"Centro","CS SACO DOS LIMÕES","2017 Q4","Médico e Enfermeiro",4057
"Norte","CS SACO GRANDE","2017 Q4","Médico e Enfermeiro",9534
"Norte","CS SANTINHO","2017 Q4","Médico e Enfermeiro",2919
"Norte","CS SANTO ANTONIO LISBOA","2017 Q4","Médico e Enfermeiro",3035
"Continente","CS SAPE","2017 Q4","Médico e Enfermeiro",1928
"Sul","CS TAPERA","2017 Q4","Médico e Enfermeiro",6133
"Centro","CS TRINDADE","2017 Q4","Médico e Enfermeiro",4792
"Norte","CS VARGEM GRANDE","2017 Q4","Médico e Enfermeiro",1685
"Norte","CS VARGEM PEQUENA","2017 Q4","Médico e Enfermeiro",845
"Continente","CS VILA APARECIDA","2017 Q4","Médico e Enfermeiro",916
"Continente","CS ABRAÃO","2018 Q1","Médico e Enfermeiro",2571
"Centro","CS AGRONÔMICA","2018 Q1","Médico e Enfermeiro",6274
"Sul","CS ALTO RIBEIRÃO","2018 Q1","Médico e Enfermeiro",1673
"Sul","CS ARMAÇÃO","2018 Q1","Médico e Enfermeiro",2897
"Continente","CS BALNEÁRIO","2018 Q1","Médico e Enfermeiro",2163
"Norte","CS BARRA DA LAGOA","2018 Q1","Médico e Enfermeiro",2737
"Norte","CS CACHOEIRA BOM JESUS","2018 Q1","Médico e Enfermeiro",2451
"Sul","CS CAIEIRA BARRA DO SUL","2018 Q1","Médico e Enfermeiro",909
"Sul","CS CAMPECHE","2018 Q1","Médico e Enfermeiro",2627
"Norte","CS CANASVIEIRAS","2018 Q1","Médico e Enfermeiro",5973
"Sul","CS CANTO DA LAGOA","2018 Q1","Médico e Enfermeiro",672
"Continente","CS CAPOEIRAS","2018 Q1","Médico e Enfermeiro",2861
"Sul","CS CARIANOS","2018 Q1","Médico e Enfermeiro",2770
"Centro","CS CENTRO","2018 Q1","Médico e Enfermeiro",3470
"Continente","CS COLONINHA","2018 Q1","Médico e Enfermeiro",3408
"Continente","CS COQUEIROS","2018 Q1","Médico e Enfermeiro",3351
"Centro","CS CÓRREGO GRANDE","2018 Q1","Médico e Enfermeiro",2563
"Sul","CS COSTA DA LAGOA","2018 Q1","Médico e Enfermeiro",369
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2018 Q1","Médico e Enfermeiro",3587
"Continente","CS ESTREITO","2018 Q1","Médico e Enfermeiro",4871
"Sul","CS FAZENDA DO RIO TAVARES","2018 Q1","Médico e Enfermeiro",3173
"Norte","CS INGLESES","2018 Q1","Médico e Enfermeiro",10138
"Centro","CS ITACORUBI","2018 Q1","Médico e Enfermeiro",4607
"Continente","CS JARDIM ATLÂNTICO","2018 Q1","Médico e Enfermeiro",1533
"Centro","CS JOÃO PAULO","2018 Q1","Médico e Enfermeiro",3475
"Norte","CS JURERE","2018 Q1","Médico e Enfermeiro",1378
"Sul","CS LAGOA DA CONCEIÇÃO","2018 Q1","Médico e Enfermeiro",3496
"Continente","CS MONTE CRISTO","2018 Q1","Médico e Enfermeiro",8583
"Centro","CS MONTE SERRAT","2018 Q1","Médico e Enfermeiro",4769
"Sul","CS MORRO DAS PEDRAS","2018 Q1","Médico e Enfermeiro",1948
"Continente","CS NOVO CONTINENTE","2018 Q1","Médico e Enfermeiro",4265
"Centro","CS PANTANAL","2018 Q1","Médico e Enfermeiro",2146
"Sul","CS PANTANO DO SUL","2018 Q1","Médico e Enfermeiro",1716
"Norte","CS PONTA DAS CANAS","2018 Q1","Médico e Enfermeiro",1298
"Centro","CS PRAINHA","2018 Q1","Médico e Enfermeiro",3023
"Norte","CS RATONES","2018 Q1","Médico e Enfermeiro",1378
"Sul","CS RIBEIRÃO DA ILHA","2018 Q1","Médico e Enfermeiro",737
"Sul","CS RIO TAVARES","2018 Q1","Médico e Enfermeiro",2260
"Norte","CS RIO VERMELHO","2018 Q1","Médico e Enfermeiro",7828
"Centro","CS SACO DOS LIMÕES","2018 Q1","Médico e Enfermeiro",4838
"Norte","CS SACO GRANDE","2018 Q1","Médico e Enfermeiro",10152
"Norte","CS SANTINHO","2018 Q1","Médico e Enfermeiro",2628
"Norte","CS SANTO ANTONIO LISBOA","2018 Q1","Médico e Enfermeiro",1985
"Continente","CS SAPE","2018 Q1","Médico e Enfermeiro",1651
"Sul","CS TAPERA","2018 Q1","Médico e Enfermeiro",5393
"Centro","CS TRINDADE","2018 Q1","Médico e Enfermeiro",5240
"Norte","CS VARGEM GRANDE","2018 Q1","Médico e Enfermeiro",1742
"Norte","CS VARGEM PEQUENA","2018 Q1","Médico e Enfermeiro",867
"Continente","CS VILA APARECIDA","2018 Q1","Médico e Enfermeiro",746
"Continente","CS ABRAÃO","2013 Q1","Odontólogo",278
"Centro","CS AGRONÔMICA","2013 Q1","Odontólogo",569
"Sul","CS ALTO RIBEIRÃO","2013 Q1","Odontólogo",185
"Sul","CS ARMAÇÃO","2013 Q1","Odontólogo",375
"Continente","CS BALNEÁRIO","2013 Q1","Odontólogo",128
"Norte","CS BARRA DA LAGOA","2013 Q1","Odontólogo",286
"Norte","CS CACHOEIRA BOM JESUS","2013 Q1","Odontólogo",324
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q1","Odontólogo",124
"Sul","CS CAMPECHE","2013 Q1","Odontólogo",175
"Norte","CS CANASVIEIRAS","2013 Q1","Odontólogo",437
"Sul","CS CANTO DA LAGOA","2013 Q1","Odontólogo",89
"Continente","CS CAPOEIRAS","2013 Q1","Odontólogo",367
"Sul","CS CARIANOS","2013 Q1","Odontólogo",458
"Centro","CS CENTRO","2013 Q1","Odontólogo",297
"Continente","CS COLONINHA","2013 Q1","Odontólogo",460
"Continente","CS COQUEIROS","2013 Q1","Odontólogo",484
"Centro","CS CÓRREGO GRANDE","2013 Q1","Odontólogo",216
"Sul","CS COSTA DA LAGOA","2013 Q1","Odontólogo",73
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q1","Odontólogo",382
"Continente","CS ESTREITO","2013 Q1","Odontólogo",268
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q1","Odontólogo",251
"Norte","CS INGLESES","2013 Q1","Odontólogo",584
"Centro","CS ITACORUBI","2013 Q1","Odontólogo",441
"Continente","CS JARDIM ATLÂNTICO","2013 Q1","Odontólogo",155
"Centro","CS JOÃO PAULO","2013 Q1","Odontólogo",254
"Norte","CS JURERE","2013 Q1","Odontólogo",116
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q1","Odontólogo",272
"Continente","CS MONTE CRISTO","2013 Q1","Odontólogo",751
"Centro","CS MONTE SERRAT","2013 Q1","Odontólogo",428
"Sul","CS MORRO DAS PEDRAS","2013 Q1","Odontólogo",289
