"DISTRITO","UNIDADE","TRIMESTRE","PROCEDIMENTO","VALOR"
"Sul","CS CARIANOS","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",9
"Centro","CS CENTRO","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",26
"Continente","CS COLONINHA","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",15
"Continente","CS COQUEIROS","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",10
"Centro","CS CÓRREGO GRANDE","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",15
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",10
"Continente","CS ESTREITO","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",8
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",20
"Norte","CS INGLESES","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",18
"Centro","CS ITACORUBI","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",93
"Continente","CS JARDIM ATLÂNTICO","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",29
"Centro","CS JOÃO PAULO","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",11
"Continente","CS MONTE CRISTO","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",19
"Centro","CS MONTE SERRAT","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS MORRO DAS PEDRAS","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Centro","CS PANTANAL","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",15
"Sul","CS PANTANO DO SUL","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",14
"Norte","CS PONTA DAS CANAS","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",10
"Centro","CS PRAINHA","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS RATONES","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",30
"Sul","CS RIBEIRÃO DA ILHA","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS RIO TAVARES","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RIO VERMELHO","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",27
"Centro","CS SACO DOS LIMÕES","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",20
"Norte","CS SACO GRANDE","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",8
"Norte","CS SANTINHO","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",47
"Norte","CS SANTO ANTONIO LISBOA","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Continente","CS SAPE","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS TAPERA","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",34
"Centro","CS TRINDADE","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",25
"Norte","CS VARGEM GRANDE","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS VARGEM PEQUENA","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS VILA APARECIDA","2017 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS ABRAÃO","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",4
"Centro","CS AGRONÔMICA","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",15
"Sul","CS ALTO RIBEIRÃO","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",12
"Sul","CS ARMAÇÃO","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",15
"Continente","CS BALNEÁRIO","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",11
"Norte","CS BARRA DA LAGOA","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS CACHOEIRA BOM JESUS","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",16
"Sul","CS CAIEIRA BARRA DO SUL","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS CAMPECHE","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",22
"Norte","CS CANASVIEIRAS","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",24
"Sul","CS CANTO DA LAGOA","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS CAPOEIRAS","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",8
"Sul","CS CARIANOS","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",21
"Centro","CS CENTRO","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",34
"Continente","CS COLONINHA","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",28
"Continente","CS COQUEIROS","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",10
"Centro","CS CÓRREGO GRANDE","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",14
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",34
"Continente","CS ESTREITO","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS FAZENDA DO RIO TAVARES","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",27
"Norte","CS INGLESES","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",22
"Centro","CS ITACORUBI","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",84
"Continente","CS JARDIM ATLÂNTICO","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",31
"Centro","CS JOÃO PAULO","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Norte","CS JURERE","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS LAGOA DA CONCEIÇÃO","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",31
"Continente","CS MONTE CRISTO","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",24
"Centro","CS MONTE SERRAT","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",15
"Sul","CS MORRO DAS PEDRAS","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",8
"Continente","CS NOVO CONTINENTE","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",7
"Centro","CS PANTANAL","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",25
"Sul","CS PANTANO DO SUL","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",9
"Norte","CS PONTA DAS CANAS","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Centro","CS PRAINHA","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",17
"Norte","CS RATONES","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",34
"Sul","CS RIBEIRÃO DA ILHA","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS RIO TAVARES","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Norte","CS RIO VERMELHO","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",15
"Centro","CS SACO DOS LIMÕES","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",33
"Norte","CS SACO GRANDE","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",39
"Norte","CS SANTINHO","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",21
"Norte","CS SANTO ANTONIO LISBOA","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS SAPE","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",19
"Sul","CS TAPERA","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",10
"Centro","CS TRINDADE","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",27
"Norte","CS VARGEM GRANDE","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",24
"Norte","CS VARGEM PEQUENA","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",4
"Continente","CS VILA APARECIDA","2018 Q1","TESTE RÁPIDO PARA SÍFILIS",1
